,Review,Review_norm
108,bocor dong sampe hampir habis sudah saya videokan pas unboxingnya juga sedih banget sih padahal selalu pake avoskin tapi baru sekarang dapet paket tumpeh tumpeh,bocor dong sampai hampir habis sudah saya videokan pas unboxingnya juga sedih banget sih padahal selalu pakai avoskin tapi baru sekarang dapat paket tumpeh tumpeh
109,barang order tidak sampai,barang order tidak sampai
110,salah kirim barangnya kurang toner udah gitu yang ngaco lagi barang yg salah kirim berupa sheetmask gw disuru beli coyyy literally dipaksa sih rb bukan masalah nominalnya tp masalah pelayanan yang sama sekali ga memuaskan harusnya dia tinggal ngirim lg barangnya yg kurang kan mslh selesai ga panjang  lebar kayak gini,salah kirim barangnya kurang toner sudah begitu yang mengaco lagi barang yang salah kirim berupa sheetmask gue disuru beli coy literally dipaksa sih ribu bukan masalah nominalnya tapi masalah pelayanan yang sama sekali enggak memuaskan harusnya dia tinggal mengirim lagi barangnya yang kurang kan masalah selesai enggak panjang  lebar kayak begini
111,yang bermasalah bukan barang ini tp kualitas pelayanan cs di sini ga bakal lg dah beli di sini,yang bermasalah bukan barang ini tapi kualitas pelayanan customer service di sini enggak bakal lagi deh beli di sini
112,misal tau isinya bakal beginian ga bakal dah purchase please lah avoskin  sah pelit amat,misal tau isinya bakal beginian enggak bakal deh purchase please lah avoskin  sah pelit amat
113,tumpah semua yang di terima botol kosong,tumpah semua yang di terima botol kosong
114,mau ganti pesanan gak mau dirubah alasan otomatis system padahal sy paham sekali sistem di tokped spt apa fokusnya hanya jualan bukan kepuasam pelanggan bgmna mau mempertahankan image jika byk customer yg kecewa,mau ganti pesanan enggak mau dirubah alasan otomatis system padahal saya paham sekali sistem di tokped seperti apa fokusnya hanya jualan bukan kepuasam pelanggan bagaimana mau mempertahankan image jika banyak customer yang kecewa
115,bara tiba dengan selamat tapi cs avoskin tolong diperbaiki lagi dia ngomong soal sop tapi ga paham yang saya bilang cuma minta konfirmasi pesanan karena saya udah transaksi ngomong kemana bilang sop masa harus nunggu hari untuk konfirmasi pesanan padahal udah transaksi loh udah bayar,bara tiba dengan selamat tapi customer service avoskin tolong diperbaiki lagi dia mengomong soal sop tapi enggak paham yang saya bilang cuma meminta konfirmasi pesanan karena saya sudah transaksi mengomong kemana bilang sop masa harus menunggu hari untuk konfirmasi pesanan padahal sudah transaksi loh sudah bayar
116,saya pesan masker apa kok ygdikirim malah yg ini,saya pesan masker apa kok ygdikirim malah yang ini
117,produk kemungkinan besar tidak original aroma sangat buruk seperti telur busuk saya pengguna serum avo ysb aa jadi familiar dengan baunya tapi produk ini sangat buruk baunya bahan kimia menyengat seperti telur busuk mau complain tapi sudah lewat hari hati hati aja,produk kemungkinan besar tidak original aroma sangat buruk seperti telur busuk saya pengguna serum avo ysb aa jadi familiar dengan baunya tapi produk ini sangat buruk baunya bahan kimia menyengat seperti telur busuk mau complain tapi sudah lewat hari hati hati saja
118,kok isinya seperti kosong isinya ga bisa keluar dari botol jadi ga bisa kepake padahal kemasan botol ampul dlm kardus segel,kok isinya seperti kosong isinya enggak bisa keluar dari botol jadi enggak bisa terpakai padahal kemasan botol ampul dalam kardus segel
119,sekali pake wajah langsung breakout jerawat muncul syok padahal berharap jerawat hilang  malah muncul semua,sekali pakai wajah langsung breakout jerawat muncul syok padahal berharap jerawat hilang  malah muncul semua
120,gift nya penipuan marketink ribut berkepanjangan untunk dr tokopedia bisa membantu sa atasi dgn solusi penjual harus mengirim gift kpd pembeli dgn wkt yg  tentukan klo tdk maka dana kan kembali kpd pembeli ya mao tdk mao pst avoskin kirim gift nya donk tolonk ini catatan pentink buat toko ini jgn lg da lagi pembeli yg kena dampak sprt aku dan jujur jempol sa buat tokopedia dlm menyelesaikan masalah ini dan gift nya akhirx  kirim donk ke pembeli berkat tokopedia trima ksih tokopedia maaf buat toko ini sa ksih bintank smoga bs blajar dr masalah ini agar bs menjd lbh bae lg,gift nya penipuan marketink ribut berkepanjangan untunk dari tokopedia bisa membantu sa atasi dengan solusi penjual harus mengirim gift kepada pembeli dengan waktu yang  tentukan kalo tidak maka dana kan kembali kepada pembeli ya mau tidak mau pasti avoskin kirim gift nya dong tolonk ini catatan pentink buat toko ini jangan lagi dah lagi pembeli yang kena dampak seperti aku dan jujur jempol sa buat tokopedia dalam menyelesaikan masalah ini dan gift nya akhirx  kirim dong ke pembeli berkat tokopedia terima kasih tokopedia maaf buat toko ini sa kasih bintank semoga bisa belajar dari masalah ini agar bisa menjd lebih bae lagi
121,tekstur dan warnanya berbed padahal belinya di official avoskin biasanya serum retinol avoskin yg saya beli warnanya kekuningan dan kental tp yg beli terakhir warnanya putih dan encer tdk konsisten sdh komplain tp jawabannya tdk memuaskan jadi ragu makenya ilang deh duit rp ribu mending ganti produk lain aja deh drpada terjadi hal yg tdk diinginkan,tekstur dan warnanya berbed padahal belinya di official avoskin biasanya serum retinol avoskin yang saya beli warnanya kekuningan dan kental tapi yang beli terakhir warnanya putih dan encer tidak konsisten sudah komplain tapi jawabannya tidak memuaskan jadi ragu makenya hilang deh duit rp ribu mending ganti produk lain saja deh daripada terjadi hal yang tidak diinginkan
122,beli pas sale kemarin pas datang di kemasan tertulis exp date bulan januari saya melakukan protes melalui chat dengan admin saya mengirimkan bukti berupa foto ini karena saya tidak membuat video unboxing saya diminta menunggu konfirmasi pengecekan barang yg memakan waktu hari dan menyatakan bahwa barang ini tidak diproduksi di bulan november ini ya tentu nggak diproduksi di bulan november ini lah kalo diproduksi di november nggak mungkin expired di bulan januari sangat kecewa dengan pelayanan dari toko ini seharusnya dilakukan pengecekan terlebih dahulu sebelum barang dikirim dari beberapa kali saya membeli produk di official avoskin store baru kali ini kecewa karena pelayanannya mungkin saatnya berpindah ke merk lain,beli pas sale kemarin pas datang di kemasan tertulis exp date bulan januari saya melakukan protes melalui chat dengan admin saya mengirimkan bukti berupa foto ini karena saya tidak membuat video unboxing saya diminta menunggu konfirmasi pengecekan barang yang memakan waktu hari dan menyatakan bahwa barang ini tidak diproduksi di bulan november ini ya tentu enggak diproduksi di bulan november ini lah kalo diproduksi di november enggak mungkin expired di bulan januari sangat kecewa dengan pelayanan dari toko ini seharusnya dilakukan pengecekan terlebih dahulu sebelum barang dikirim dari beberapa kali saya membeli produk di official avoskin store baru kali ini kecewa karena pelayanannya mungkin saatnya berpindah ke merk lain
123,dapat barang hampir expired beli november expired januari saya tidak membuat video unboxing karena sudah kali belanja tidak bermasalah karena ini juga official store avoskin juga bisa dilihat bagaimana store lepas tanggung jawab dari chat yang saya dan adminnya bagi yang mau beli pikir pikir lagi ya terus terang kalau saya kapok beli avoskin saatnya beralih ke merk lain yg lebih mengutamakan kualitas produk yg dijual kepada pelanggan bukan semata mata cari untung kalau di review bisa bintang saya akan pilih bintang,dapat barang hampir expired beli november expired januari saya tidak membuat video unboxing karena sudah kali belanja tidak bermasalah karena ini juga official store avoskin juga bisa dilihat bagaimana store lepas tanggung jawab dari chat yang saya dan adminnya bagi yang mau beli pikir pikir lagi ya terus terang kalau saya kapok beli avoskin saatnya beralih ke merk lain yang lebih mengutamakan kualitas produk yang dijual kepada pelanggan bukan semata mata cari untung kalau di review bisa bintang saya akan pilih bintang
124,sabun mukanya lebih encer dan warnanya agak kuning,sabun mukanya lebih encer dan warnanya agak kuning
125,udah bertahun pake avoskin karena cocok banget tapi baru pertama ini beli online pas dateng cuma botol doang pengecekkan barang sebelum dikirim kurang beli botol botolnya tumpah tidak bersisa botol tidak pecah hanya tidak rapat penutupnya minta tolong pengecekkannya diperbaiki dong avoskin aku lihat ini udah kasus kesekian kalinya,sudah bertahun pakai avoskin karena cocok banget tapi baru pertama ini beli online pas datang cuma botol doang pengecekkan barang sebelum dikirim kurang beli botol botolnya tumpah tidak bersisa botol tidak pecah hanya tidak rapat penutupnya meminta tolong pengecekkannya diperbaiki dong avoskin aku lihat ini sudah kasus kesekian kalinya
126,serum yang dikirim kyknya udah rusak karena ada endapan di bawahnya dan bikin breakout,serum yang dikirim kayaknya sudah rusak karena ada endapan di bawahnya dan bikin breakout
127,beli lagi khusus buat kasi review yang sesuai jangan percaya aja meski official store beli serum cuma di kirim lihat dari bukti bentuk kotak saja sudah jelas isi nya serum atau serum pihak avoskin pasti paham la tapi tidak mau tanggung jawab karena alasan sudah lewat waktu padahal sudah tau memang kurang kirim mau untung juga gak gitu kali caranya,beli lagi khusus buat kasih review yang sesuai jangan percaya saja meski official store beli serum cuma di kirim lihat dari bukti bentuk kotak saja sudah jelas isi nya serum atau serum pihak avoskin pasti paham lah tapi tidak mau tanggung jawab karena alasan sudah lewat waktu padahal sudah tau memang kurang kirim mau untung juga enggak begitu kali caranya
128,dus tidak ada isinya,dus tidak ada isinya
129,sunscreen blepotan keluar dr tube sebaiknya tube di seal,sunscreen blepotan keluar dari tube sebaiknya tube di seal
130,warnanya keruh banyak gelembungnya terus baunya aneh itu gapapakah sumpah avoskin kali ini mengecewakan,warnanya keruh banyak gelembungnya terus baunya aneh itu gapapakah sumpah avoskin kali ini mengecewakan
131,baru kali ini biasa nya beli ini baik ajah,baru kali ini biasa nya beli ini baik saja
132,pembelian kedua kenapa dapet barang kek gini yaa apa karna barang sale encer banget creamnya udah coba masukin kulkas tapi tetep gini aman ga ya tetep dipakenya,pembelian kedua kenapa dapat barang kayak begini ya apa karena barang sale encer banget creamnya sudah coba memasuki kulkas tapi tetap begini aman enggak ya tetap dipakai
133,isinya kosong pertama kali beli barang begini karena officialnya store jdi gak buat video dari barang barang isinya kosong,isinya kosong pertama kali beli barang begini karena officialnya store jadi enggak buat video dari barang barang isinya kosong
134,hmm agak ragu dengan produk ini baru sekali saya pakai kok jadi ada kerak putihnya gini di kulit saya ya,hmm agak ragu dengan produk ini baru sekali saya pakai kok jadi ada kerak putihnya begini di kulit saya ya
135,unproffesional with handling complain,unproffesional with handling complain
136,sunscreen tidak sesuai foto ternyata hanya yang ml tidak dapat free wallet juga fotonya bener missleading kecewa banget,sunscreen tidak sesuai foto ternyata hanya yang ml tidak dapat free wallet juga fotonya benar missleading kecewa banget
137,saya ordernya avoskin retinol toner tapi yg dikirim miraculois refinning toner,saya ordernya avoskin retinol toner tapi yang dikirim miraculois refinning toner
138,kualitasnya tidak sesuai dengan yang saya beli sebelumnya yang ini bikin kulit jadi kering dan peeling harganyamemang jadi diskon tapi kenapa kualitasnya juga ikutan didiskon baru review skrg karena memang produknya baru dipakai,kualitasnya tidak sesuai dengan yang saya beli sebelumnya yang ini bikin kulit jadi kering dan peeling harganyamemang jadi diskon tapi kenapa kualitasnya juga ikutan didiskon baru review sekarang karena memang produknya baru dipakai
139,gak daoet cuma dapet,enggak daoet cuma dapat
140,gausah beli di official store cari merchant lain saja ketika barang kosong malah dikirim barang lain tanpa konfirmasi pelayanan cs jg ribet saya diminta isi beberapa form dengan pertanyaan berulang konsumen hanya diminta maklum karena selisih harga hanya orang belanja online krn cari yg praktis tp kalau salah dan harus retur bolak balik buat apa brand besar tp masih bisa salah kirim dan penanganannya buruk sekali,enggak usah beli di official store cari merchant lain saja ketika barang kosong malah dikirim barang lain tanpa konfirmasi pelayanan customer service juga ribet saya diminta isi beberapa form dengan pertanyaan berulang konsumen hanya diminta maklum karena selisih harga hanya orang belanja online karena cari yang praktis tapi kalau salah dan harus retur bolak balik buat apa brand besar tapi masih bisa salah kirim dan penanganannya buruk sekali
141,kecewa pengiriman cukup lama dan bocor dikit isinya,kecewa pengiriman cukup lama dan bocor dikit isinya
142,sumpah kecewa sii saya baru pertama kali lho saya beli produk di official store online dan dikirimin produk yg udah mau expired kecewa saya,sumpah kecewa sih saya baru pertama kali lho saya beli produk di official store online dan dikirimin produk yang sudah mau expired kecewa saya
143,pelayanan oke tapi produk nya bikin iritasi semalam coba pakai toner serum nya langsung muka perih iritasi plus merah paginya coba lagi cm pake serum tetes tetap perihh iritasi panas,pelayanan oke tapi produk nya bikin iritasi semalam coba pakai toner serum nya langsung muka perih iritasi plus merah paginya coba lagi cuma pakai serum tetes tetap perihh iritasi panas
144,penjual mengirim barang yg sudah dekat sekali masa expired nya dengan dalih masih ada masa bulan setelah tgl exp  pemaksaan sekali saya sdh baca literatur bila produk retinol rentan rusaknya dan pakainya jarang pula lama habisnya lalu ini dikirim brg produksi tahun lalu hak pembeli utk mendapatkan barang yg sesuai ditolak pembeli sudah chats dgn penjual utk retur disertai bukti tapi penjual menolak menggantikan dgn barang yg terbaru sewaktu blum beli sudah ditanya kapan tgl exp jawabannya cso tahun tapi dikirimnya barang produksi tahun lalu sudah mepet exp pengen ketawa dan marah kagak sangka lagak official store tapi tidak punya komitmen tidak melindungi hak konsumen lebih baik beli dari store yg lain yang lebih amanah menjaga konsumen hati jangan terkecoh membeli produk di store ini tanyakan yg jelas kapan tgl produksi yg akan dikirim dengan pasti dan screenshoot jawabannya utk bukti bila jawabannya nanti dilihat sewaktu barang datang lebih baik jangan mau beli karena pasti diberi brg lama yg masa exp tinggal edikit lagi bila penjual mau jual harga diskonan sebaiknya penjual jujur diawal tidak menutupi bhw tgl exp sekian spy fair adil dan konsumen tahu diawal saya jg seorang penjual tapi saya pantang mendapatkan uang dgn cara menipu konsumen spt ini hai cso jangan bilang saya suruh kontak lagi ya saya udah kontak berkali via chats tapi tidak digubris btw saya lihat komplain pembeli yg lain di hari yg sama dengan saya yg punya keluhan yg sama dikirim brg exp mepet waktu lihat yg komplain bintang jadi ternyata bukan saya saja sudah banyak konsumen yg dirugikan hati ini berhubungan dengan kosmetik muka kalau muka orang sampai kenapa apa situ mau tanggung jawab,penjual mengirim barang yang sudah dekat sekali masa expired nya dengan dalih masih ada masa bulan setelah tanggal exp  pemaksaan sekali saya sudah baca literatur bila produk retinol rentan rusaknya dan pakainya jarang pula lama habisnya lalu ini dikirim barang produksi tahun lalu hak pembeli untuk mendapatkan barang yang sesuai ditolak pembeli sudah chats dengan penjual untuk retur disertai bukti tapi penjual menolak menggantikan dengan barang yang terbaru sewaktu belum beli sudah ditanya kapan tanggal exp jawabannya cso tahun tapi dikirimnya barang produksi tahun lalu sudah mepet exp pengin ketawa dan marah kagak sangka lagak official store tapi tidak punya komitmen tidak melindungi hak konsumen lebih baik beli dari store yang lain yang lebih amanah menjaga konsumen hati jangan terkecoh membeli produk di store ini tanyakan yang jelas kapan tanggal produksi yang akan dikirim dengan pasti dan screenshoot jawabannya untuk bukti bila jawabannya nanti dilihat sewaktu barang datang lebih baik jangan mau beli karena pasti diberi barang lama yang masa exp tinggal edikit lagi bila penjual mau jual harga diskonan sebaiknya penjual jujur diawal tidak menutupi bahwa tanggal exp sekian supaya fair adil dan konsumen tahu diawal saya juga seorang penjual tapi saya pantang mendapatkan uang dengan cara menipu konsumen seperti ini hai cso jangan bilang saya suruh kontak lagi ya saya sudah kontak berkali via chats tapi tidak digubris btw saya lihat komplain pembeli yang lain di hari yang sama dengan saya yang punya keluhan yang sama dikirim barang exp mepet waktu lihat yang komplain bintang jadi ternyata bukan saya saja sudah banyak konsumen yang dirugikan hati ini berhubungan dengan kosmetik muka kalau muka orang sampai kenapa apa situ mau tanggung jawab
145,hati hati belanja di sini seller menginformasikan bahwa expired date th kenyataannya saya menerima produk masa expirednya hanya sisa bulan aja saya beli untuk stock terlalu mepet kalau hanya bulan saya udah mengajukan komplain mengikuti prosedur di tokopedia namun seller menolak dan memberikan bukti yang tidak valid sama sekali hanya screenshot kalimat penolakan dari saya dan ditambah kalimat kurang lebih sudah mengirim produk sesuai dengan pesanan kedaluwarsa di atas bulan itu artinya toko ini secara tidak langsung menyatakan sebagai toko yang tidak berkompeten pembaca ulasan ini pun bisa jadi ingin tertawa di awal bilang expired date th  pas diajukan komplain malah bilang di atas bulan lucu sekali bukan hahahahaa seller memberikan informasi palsu dan bohong patut dikenai sanksi saya tambah kesal dan jengkel seller awalnya tidak meminta maaf malah berdalih kalau produk yang saya terima masih aman untuk digunakan komedi sekali ya titik fokus di sini bukan masih aman digunakan karena seharusnya seller bisa komitmen dan profesional dalam berjualan apalagi ini official store,hati hati belanja di sini seller menginformasikan bahwa expired date tahu kenyataannya saya menerima produk masa expirednya hanya sisa bulan saja saya beli untuk stock terlalu mepet kalau hanya bulan saya sudah mengajukan komplain mengikuti prosedur di tokopedia namun seller menolak dan memberikan bukti yang tidak valid sama sekali hanya screenshot kalimat penolakan dari saya dan ditambah kalimat kurang lebih sudah mengirim produk sesuai dengan pesanan kedaluwarsa di atas bulan itu artinya toko ini secara tidak langsung menyatakan sebagai toko yang tidak berkompeten pembaca ulasan ini pun bisa jadi ingin tertawa di awal bilang expired date tahu  pas diajukan komplain malah bilang di atas bulan lucu sekali bukan hahahahaa seller memberikan informasi palsu dan bohong patut dikenai sanksi saya tambah kesal dan jengkel seller awalnya tidak meminta maaf malah berdalih kalau produk yang saya terima masih aman untuk digunakan komedi sekali ya titik fokus di sini bukan masih aman digunakan karena seharusnya seller bisa komitmen dan profesional dalam berjualan apalagi ini official store
146,syng banget kulit jd kemerahan dan gatel baru coba tonnernya padahal,sayang banget kulit jadi kemerahan dan gatel baru coba tonnernya padahal
147,barang tidak dikirim pesanannya kurang mengecewakan sekali qc nya,barang tidak dikirim pesanannya kurang mengecewakan sekali qc nya
148,digambarnya tertulis free toner ml ternyata tonernya tdk datang setelah chat seller katanya limited stock klo memang limited stock ko knp tdk ditulis atau dijelaskan masa sekelas official store seperti ini klo memang sdh habis yah gambarnya knp gk diganti aja ternyata banyak yg mengeluhkan hal yg sama ttg free gift yg tdk dikirim harusnya pihak store bisa memperbaiki hal tsb sisa umur simpan produk jg masa kurang dr thn hanya bln exp nov,digambarnya tertulis free toner ml ternyata tonernya tidak datang setelah chat seller katanya limited stock kalo memang limited stock kok kenapa tidak ditulis atau dijelaskan masa sekelas official store seperti ini kalo memang sudah habis ya gambarnya kenapa enggak diganti saja ternyata banyak yang mengeluhkan hal yang sama tentang free gift yang tidak dikirim harusnya pihak store bisa memperbaiki hal tersebut sisa umur simpan produk juga masa kurang dari tahun hanya bulan exp nov
149, purchased the first date of the campaign free mirror but the package didn  include the mirror as the campaign said their product packaging also so poor looks cheap customer admin doesn  know their campaign as well totally bad experience, purchased the first date of the campaign free mirror but the package didn  include the mirror as the campaign said their product packaging also so poor looks cheap customer admin doesn  know their campaign as well totally bad experience
150,ternyata yang dikirim ada bintik putihnya bukan sabun kea biasa kualitas barangnya tolong diperhatikan,ternyata yang dikirim ada bintik putihnya bukan sabun kea biasa kualitas barangnya tolong diperhatikan
151,mumpung bulan puasa jd sebelum order pikir dlu jangan termakan iklan review dr youtube rekomendasi dr youtube sblm order sudah baca deskripsi sudah memutuskan untuk membeli taunya produknya very not recomended kulit semakin kusam pkoknya kulit muka kayak terik gtu tp muka kusam mngkn krna jd kering gtu komedo yg awalnya ga keliatan jd keliatan mngkn krna kering pdhl saya menggunakan serum merk sebelah aman aman saja sudah chat penjual tp tidak memberikan solusi sm skali dan slalu mencari alasan untuk pembenaran contohnya wajib ini itu sblm pakai ini pdhl sudah jelas dideskripsi produk tidak ada penjelasannya rugi didunia ga masalah ngamburin uang beli produk ini drpd rugi akhirat menjual produk haruslah lengkap harus jelas jgn setelah order bru dikasi tw harus pakai ini dulu itu dulu alhamdulillah dalam islam saya diajarkan slalu memberikan penjelasan atas apa yg saya jual,mumpung bulan puasa jadi sebelum order pikir dulu jangan termakan iklan review dari youtube rekomendasi dari youtube sebelum order sudah baca deskripsi sudah memutuskan untuk membeli taunya produknya very not recomended kulit semakin kusam pokoknya kulit muka kayak terik begitu tapi muka kusam mngkn karena jadi kering begitu komedo yang awalnya enggak kelihatan jadi kelihatan mngkn karena kering padahal saya menggunakan serum merk sebelah aman aman saja sudah chat penjual tapi tidak memberikan solusi sama sekali dan selalu mencari alasan untuk pembenaran contohnya wajib ini itu sebelum pakai ini padahal sudah jelas dideskripsi produk tidak ada penjelasannya rugi didunia enggak masalah ngamburin uang beli produk ini daripada rugi akhirat menjual produk haruslah lengkap harus jelas jangan setelah order baru dikasih tau harus pakai ini dulu itu dulu alhamdulillah dalam islam saya diajarkan selalu memberikan penjelasan atas apa yang saya jual
152,terimakasih avoskin aku dapet serum yang ada banyak gumpalan didalamnya terimakasih juga buat responnya yang lama terimakasih avoskin untuk tidak tanggung jawab atas produk yang dijualnya makin seneng kalau beli barang barang cacat di toko officalnya langsung semoga aku cocok yah sama serum yang gak tau aman apa nggak ini terimakasih penerima barang cacat,terima kasih avoskin aku dapat serum yang ada banyak gumpalan didalamnya terima kasih juga buat responnya yang lama terima kasih avoskin untuk tidak tanggung jawab atas produk yang dijualnya makin senang kalau beli barang barang cacat di toko officalnya langsung semoga aku cocok ya sama serum yang enggak tau aman apa enggak ini terima kasih penerima barang cacat
153,gak videoin unboxing tapi salah kirim pesan divine ampoule yang datang malah yang ampoule sheetmask bingung mau komplain bagaimana bisa dicheck stok kalian tidak kalau memang salah kirim,enggak videoin unboxing tapi salah kirim pesan divine ampoule yang datang malah yang ampoule sheetmask bingung mau komplain bagaimana bisa dicheck stok kalian tidak kalau memang salah kirim
154,isinya tumpah semua,isinya tumpah semua
155,barang seharusnya isi yg ampoule tidak ada udh isi komplain dan berbagai form komplin yg disediakan pihak avo deal katanya akan dikirim manual kekurangannya saja mohon utk dibatalkan komplainnya  tiba minta dikirim balik akan dipickup barang yg ada di saya udh di repacking dan udh di pickup oleh pihak avoskin sampe skrg status pengiriman balik dari avoskin gak jelas diminta no resi di cek not found dichat lg  dikirim resi yg berbeda aneh bukan slowrespon banget,barang seharusnya isi yang ampoule tidak ada sudah isi komplain dan berbagai form komplin yang disediakan pihak avo deal katanya akan dikirim manual kekurangannya saja mohon untuk dibatalkan komplainnya  tiba meminta dikirim balik akan dipickup barang yang ada di saya sudah di repacking dan sudah di pickup oleh pihak avoskin sampai sekarang status pengiriman balik dari avoskin enggak jelas diminta no resi di cek not found dichat lagi  dikirim resi yang berbeda aneh bukan slowrespon banget
156,beli bulan juni untuk stok karena emang langganan sama avoskin dan emang bagus tapi beli yang ke exp nya cuma sampai bulan jadi ga kepakai sama sekali tolong pihak toko perhatian lagi barang yang dijual sudah banyak complain mengenai exp barang,beli bulan juni untuk stok karena memang langganan sama avoskin dan memang bagus tapi beli yang ke exp nya cuma sampai bulan jadi enggak kepakai sama sekali tolong pihak toko perhatian lagi barang yang dijual sudah banyak complain mengenai exp barang
157,harga mahal padahal toko official tp menjual barang exp date dan sebelum dikirim sudah minta exp date yang masih panjang tapi ternyata tidak dipenuhi,harga mahal padahal toko official tapi menjual barang exp date dan sebelum dikirim sudah meminta exp date yang masih panjang tapi ternyata tidak dipenuhi
158,nyelotipnya langsung ke produk jadi lengket coklat kena produknya,nyelotipnya langsung ke produk jadi lengket coklat kena produknya
159,packing pake kardus cuma nyebelinnya pake diselotip kertas dan langsung nempel ke sheetmask nya ngerusak estetika produknya lain kali plis lah masukin kardus aja gausah diselotip gak guna juga selotipnya malah yg ada bikin jelek produk dan lengket,packing pakai kardus cuma nyebelinnya pakai diselotip kertas dan langsung menempel ke sheetmask nya ngerusak estetika produknya lain kali plis lah memasuki kardus saja enggak usah diselotip enggak guna juga selotipnya malah yang ada bikin jelek produk dan lengket
160,isinya sedikit banget malah kayak yg sudah kering isinya,isinya sedikit banget malah kayak yang sudah kering isinya
161,packingnya super aman dan bahkan ketika sampai di tangan saya termasuk masih mulus bubble wrap juga tebal bahkan kotak skincarenya termasuk baik baik saja walaupun terlihat seperti produk lama yang tidak laku bahkan masa kadaluarsanya sangat singkat namun bukan masalah insyaallah bisa habis sebelum masa kadaluarsanya yang menjadi masalahnya sekarang adalah tutup skincarenya yang damage parah yang jelas bukan kesalahan kurir tapi memang dari pihak avoskin nya kalau menurut sop seharusnya ini jadi barang reject dan jika mau tetap dipasarkan saya tidak perlu membayar seharga yang mahal seharga botol mulus kecewa banget sih repurchase masih belum tau kedepannya takut dapat barang dengan masalah yang sama dan lebih takut lagi kalau sampai dapat botol yang pecah tolong pihak avoskin lebih amanah ke pembeli,packingnya super aman dan bahkan ketika sampai di tangan saya termasuk masih mulus bubble wrap juga tebal bahkan kotak skincarenya termasuk baik baik saja walaupun terlihat seperti produk lama yang tidak laku bahkan masa kadaluarsanya sangat singkat namun bukan masalah insyaallah bisa habis sebelum masa kadaluarsanya yang menjadi masalahnya sekarang adalah tutup skincarenya yang damage parah yang jelas bukan kesalahan kurir tapi memang dari pihak avoskin nya kalau menurut sop seharusnya ini jadi barang reject dan jika mau tetap dipasarkan saya tidak perlu membayar seharga yang mahal seharga botol mulus kecewa banget sih repurchase masih belum tau kedepannya takut dapat barang dengan masalah yang sama dan lebih takut lagi kalau sampai dapat botol yang pecah tolong pihak avoskin lebih amanah ke pembeli
162,official store avoskin sangat mengecewakan beli produk ini di bulan juni dikirim produk dengan exp date padahal pao produk bulan ngga heran di etalase toko banyak jualin produk murah yg mepet exp date tapi produk yg saya beli ini produk harga normal yg didiskon bukan produk yg dikasih keterangan mepet exp date saran mending beli produk avoskin di official store lain yg jual produk mereka beneran deh lebih mahal sedikit gapapa daripada dikasih produk mepet exp date ini official store brandnya langsung loh parah banget pelayanannya baru kali ini ada official skincare yg mau mengorbankan kepercayaan customer cuma buat menghabiskan stock produk lama,official store avoskin sangat mengecewakan beli produk ini di bulan juni dikirim produk dengan exp date padahal pao produk bulan enggak heran di etalase toko banyak jualin produk murah yang mepet exp date tapi produk yang saya beli ini produk harga normal yang didiskon bukan produk yang dikasih keterangan mepet exp date saran mending beli produk avoskin di official store lain yang jual produk mereka benaran deh lebih mahal sedikit gapapa daripada dikasih produk mepet exp date ini official store brandnya langsung loh parah banget pelayanannya baru kali ini ada official skincare yang mau mengorbankan kepercayaan customer cuma buat menghabiskan stock produk lama
163,sayang sekali di deskripsi tertulis akan dikirim produk dengan tgl exp tapi yang dikirim tgl exp sebaiknya lebih dicek lg untuk produk yg dikirim jgn asal walau hanya selisih sebulan untuk proses pengembalian jg tidak efektif di diskusi dan penulisan alat dikasih yang berbeda customer sudah malas duluan untuk proses klaim pengembalian dan refund nya,sayang sekali di deskripsi tertulis akan dikirim produk dengan tanggal exp tapi yang dikirim tanggal exp sebaiknya lebih dicek lagi untuk produk yang dikirim jangan asal walau hanya selisih sebulan untuk proses pengembalian juga tidak efektif di diskusi dan penulisan alat dikasih yang berbeda customer sudah malas duluan untuk proses klaim pengembalian dan refund nya
164,dapat produk expired date sangat dekat dgn tgl kadaluarsanya tanpa pemberitahuan dahulu saya sertakan bukti foto bahwa produk saat saya beli tidak ada himbauan bahwa produk expired dalam waktu dekat pengiriman juga lama sekali lalu respon admin juga lama,dapat produk expired date sangat dekat dengan tanggal kadaluarsanya tanpa pemberitahuan dahulu saya sertakan bukti foto bahwa produk saat saya beli tidak ada himbauan bahwa produk expired dalam waktu dekat pengiriman juga lama sekali lalu respon admin juga lama
165,dikasih yg exp padahal official store dan barang nya terjual sudah banyak masa masih ada yg produk tahun kemarin yg masih ada dan pembeli yg bln lalu dapat yg exp apakah karena barang diskonan jadi dikasih batch tahun lalu hmm,dikasih yang exp padahal official store dan barang nya terjual sudah banyak masa masih ada yang produk tahun kemarin yang masih ada dan pembeli yang bulan lalu dapat yang exp apakah karena barang diskonan jadi dikasih batch tahun lalu hmm
166,panass buanget sudah chat admin bilang gpp setiap pake nyelekit,panass banget sudah chat admin bilang enggak apa-apa setiap pakai nyelekit
167,tidak cocok di kulit aku yang sensitif menyebabkan iritasi kemerahaan di daerah dagu,tidak cocok di kulit aku yang sensitif menyebabkan iritasi kemerahaan di daerah dagu
168,isinya kosong,isinya kosong
